,context,label
2701,Emily Simpson,0
2702,Internal Revenue Cut Keep lower,2
2703,Hill-Long PLC,1
2704,Matthew Phelps,0
2705,Advance EIC payment Dependent care,2
2706,Alison Rivera,0
2707,Louis Johnson,0
2708,Allocated tips Control number Advance,2
2709,payment  Dependent carebenefits ,2
2710,Stanley Snyder,0
2711,Nonqualified plans a See instructionsfor,2
2712,Mary Perry,0
2713,Garner-Jensen Group,1
2714,Moore Inc Ltd,1
2715,Eileen Stanley,0
2716,Hansen-Solis Ltd,1
2717,Gonzalez-Randall Group,1
2718,Edwards PLC Group,1
2719,security tips  Allocated tips,2
2720,"Rodriguez, Young and Rodriguez Ltd",1
2721,Carrie Jacobs,0
2722,"Reed, Howe and Bailey Ltd",1
2723,Jasmine Jimenez,0
2724,"Norman, Good and Jones PLC",1
2725,Adriana Ryan,0
2726,Hardy LLC LLC,1
2727,Website STATEMENT OMB Use b,2
2728,Arnold-Jones and Sons,1
2729,income tax  Locality name,2
2730,Monique Stafford,0
2731,Jeremy Wagner,0
2732,"Martin, Ryan and Crosby Ltd",1
2733,Richard Nichols,0
2734,Campbell-Perkins and Sons,1
2735,initial Last name  Nonqualified,2
2736,Social security tips  Allocated,2
2737,Stevens-Martinez Group,1
2738,Chelsey Jones,0
2739,Kelly Buchanan,0
2740,tax withheld Medicare wages tips,2
2741,George Bender,0
2742,Thomas Cordova,0
2743,Evans Ltd Group,1
2744, Department Revenue Service Form,2
2745,Dependent care benefits  ,2
2746,Ryan Barker,0
2747,Kane Inc Ltd,1
2748,Stanley Pacheco,0
2749,Social security tax withheld Medicare,2
2750,State income tax  Local,2
2751,Social security tips Allocated tips,2
2752,Erickson-Haynes Group,1
2753,Brian Price,0
2754,April Lewis,0
2755,Flores-Mclean PLC,1
2756,Matthew Webb,0
2757,tips Control nun Advance EIC,2
2758,Nunez-Francis and Sons,1
2759,Harrison Group LLC,1
2760,Jeremy Davis,0
2761,ZIP code Social security wages,2
2762,REISSUED social security number Visit,2
2763,Ryan Torres,0
2764,Schaefer Group Ltd,1
2765,"Holt, Garza and Frank LLC",1
2766,REISSUED social security number Visit,2
2767,Richard Moore,0
2768,G  d f address,2
2769,Cooper-Mcdonald Ltd,1
2770,security number This information furnished,2
2771,Retirement b emplove plan sickpay,2
2772,Steele Ltd Inc,1
2773,Young-Sharp and Sons,1
2774,"Medina, West and Scott Inc",1
2775,See instructions forbox  ,2
2776,Corey Reynolds,0
2777,Davidson-Browning Ltd,1
2778,Brooke Robinson,0
2779,Walsh-Hamilton Inc,1
2780,Tucker Ltd Ltd,1
2781,Zachary Morrow,0
2782,Renee Taylor,0
2783, Local income tax ,2
2784,Andrea Reilly,0
2785,Jennifer Weber,0
2786,income taxable fail report b,2
2787,Matthew Lewis,0
2788,Keep lower portion REISSUED social,2
2789,  G  ,2
2790, Statutory Retirement b employee,2
2791,Robertson-Anderson and Sons,1
2792,Leon Cross,0
2793,  Other enclosed Notice,2
2794,Return This information furnished Internal,2
2795,"Chandler, Moore and Grant Inc",1
2796,Natasha Banks,0
2797,X X H  ,2
2798,Donald Wagner,0
2799,Dale Logan,0
2800,Edward Miller,0
2801,Berg-Gray Ltd,1
2802,Federal income tax withhel c,2
2803,e first name initial Last,2
2804,William Leon,0
2805,Munoz-Jackson and Sons,1
2806,tax  Localityname  Wage,2
2807,Karen Perez,0
2808,Justin Fitzgerald,0
2809,Aaron Gross,0
2810,Laura Nelson,0
2811,security number Visit IRS Website,2
2812,Social security tips Allocated tips,2
2813, Social security tips ,2
2814,Catherine Taylor,0
2815,"Dyer, Jones and Johnson Inc",1
2816,If required file tax negligence,2
2817,Michelle Long,0
2818,"Mason, Berry and Harris Ltd",1
2819,   Other enclosed,2
2820,Lastname  Nonqualified plans a,2
2821,Donna Cruz,0
2822,Anthony Jacobs,0
2823,withheld Medicare wages tips Medicare,2
2824,Castillo Ltd and Sons,1
2825,Allocated tips Control number Advance,2
2826,Adrian Martin,0
2827,Morris-Ramirez LLC,1
2828,Franklin Ltd PLC,1
2829,Flores Ltd Ltd,1
2830,STATEMENT OMB Use nsew file,2
2831,Heather Moreno,0
2832,Morgan Ltd and Sons,1
2833,"Miranda, Mckay and Thompson PLC",1
2834,George Inc PLC,1
2835,Derek Lewis,0
2836,Foster-Bennett PLC,1
2837,Bauer-Singh Inc,1
2838,Daniel Baker,0
2839,b Employer identification number compensation,2
2840,tax withheld Social security tips,2
2841,Zachary Wright,0
2842,Hernandez-Lopez Ltd,1
2843,"Sutton, Bass and Pennington LLC",1
2844,Ferguson-Nixon LLC,1
2845,Peterson-Fields Group,1
2846,Medicare tax withheld Social security,2
2847,compensation Federal income tax withheld,2
2848,Kristin Key,0
2849,Christopher Gonzales,0
2850,c d   f,2
2851, e firstname initial Lastname,2
2852,Dale Bolton,0
2853,tips  State income tax,2
2854,Jacobs PLC Group,1
2855,Day Inc LLC,1
2856,Form Statement se file Copy,2
2857, Department Revenue Service Form,2
2858,Julie Reyes,0
2859,Cisneros-Gonzalez Ltd,1
2860,EIC payment  benefit ,2
2861,benefit   e first,2
2862,Miss Renee,0
2863,"Hall, Brown and Cooke PLC",1
2864,Local income tax  Localityname,2
2865,Gates Ltd PLC,1
2866,Jeffrey Marsh,0
2867,Jessica Armstrong,0
2868,Federal income tax withheld c,2
2869,security tax withheld Medicare wages,2
2870,Michael Collier,0
2871,Clark and Sons Ltd,1
2872,Joshua Ramirez,0
2873,Melanie Watson,0
2874,care benefits   e,2
2875,withheld Medicare wages tips Medicare,2
2876,Hall LLC LLC,1
2877, D  Statutor Retirement,2
2878,Mcdaniel-Watson Inc,1
2879,"White, Garner and Allen Ltd",1
2880,"Fisher, Jones and Butler and Sons",1
2881,Howard Brown,0
2882,Revenue Service Form Statement se,2
2883,See instructions box  ,2
2884,Department Revenue Service Form Statement,2
2885,Wanda Moreno,0
2886,Victoria Stewart,0
2887,Revenue Service Form Statement Copy,2
2888,Rebekah Mitchell,0
2889,This information furnished Internal Revenue,2
2890,State state ID number ,2
2891,David Allen,0
2892,Steven Holt,0
2893,Kristin Wilson,0
2894,payment  benefits  ,2
2895,Valentine Group Group,1
2896,John King,0
2897,Moon Inc PLC,1
2898,STATEMENT OMB income taxable fail,2
2899,Anderson Ltd PLC,1
2900,e first name initial Lastname,2
2901,Gabrielle Taylor,0
2902,Gutierrez-Callahan Inc,1
2903,Kristin Holt,0
2904,sickpay   Other enclosed,2
2905,file tax negligence penalty sanction,2
2906,Brooks-Harrington Ltd,1
2907,Robinson-Smith Group,1
2908,Jessica Russell,0
2909,Sarah Brandt,0
2910, State wages tips etc,2
2911,Isaac Nixon,0
2912,Bruce Smith,0
2913,Jessica Mckinney,0
2914,"Finley, Vincent and Cook Ltd",1
2915,Green Ltd and Sons,1
2916,Monica Miller,0
2917,"Morrow, Black and Fleming and Sons",1
2918,Buck-Stone Inc,1
2919,wages Social security tax withheld,2
2920,b employee plan sickpay X,2
2921,Kayla Torres,0
2922,Internal Revenue Cut Keep lower,2
2923,information furnished Internal Revenue Cut,2
2924,  Other enclosed Notice,2
2925,"Munoz, Flores and Austin and Sons",1
2926,enclosed Notice c P ,2
2927,Patterson-Brown PLC,1
2928,Sonya Diaz,0
2929,Sharon Hayes,0
2930,Dependent carebenefits   e,2
2931,tax  Locality name Wage,2
2932,Hayes-Shepherd LLC,1
2933,STATEMENT OMB income taxable fail,2
2934, G   Statutor,2
2935,"Moore, Owens and Ryan and Sons",1
2936,Nicole Moyer,0
2937,Harris Inc LLC,1
2938,Mercedes Cook,0
2939,Wilcox and Sons and Sons,1
2940,Be Filed FEDERAL Tax Return,2
2941,Danielle Wright,0
2942,Sanchez-Lee and Sons,1
2943,Moss-Le and Sons,1
2944,Local income tax  Locality,2
2945,Statutor Retirement b employer plan,2
2946, Other enclosed Notice P,2
2947,Anthony Mendoza,0
2948,Matthew Gomez,0
2949,Wilson Ltd and Sons,1
2950, Local income tax ,2
2951,Keep lower portion REISSUED social,2
2952,H   Other enclosed,2
2953,Jasmine Bryant,0
2954,c P  d E,2
2955,"Roberson, Williams and Cruz Ltd",1
2956,Lisa Guzman,0
2957,Tax  Department Revenue Service,2
2958,furnished Internal Revenue Cut Keep,2
2959,Boone Group Group,1
2960,code  State state ID,2
2961,Internal Revenue If required file,2
2962,"Weiss, Anderson and Thompson PLC",1
2963,Laurie Ross,0
2964,d D  f address,2
2965,Website STATEMENT OMB Use nsew,2
2966,"Gray, Reyes and Thomas Group",1
2967,"Gonzalez, Nichols and Fitzpatrick PLC",1
2968,"Schultz, Ortiz and Hayden PLC",1
2969,Holder PLC and Sons,1
2970,"Hodges, Kelly and Marquez Inc",1
2971, d  f address,2
2972,Ashley Robinson,0
2973,b Employer identification number compensation,2
2974,"Cortez, Williams and Gilbert and Sons",1
2975,nsew file b Employer identification,2
2976,Joshua Chapman,0
2977,number compensation Federal income tax,2
2978,Lori Davis,0
2979,instructions box   H,2
2980,Carla Martinez,0
2981,"Cook, Dawson and Ochoa and Sons",1
2982,Timothy Johnson,0
2983,Megan Smith,0
2984,Hardy-Clark PLC,1
2985,tax  Local  Local,2
2986,forbox    ,2
2987,Danielle Hernandez,0
2988,Wells-Conrad Group,1
2989,Medicare wages tips Medicare tax,2
2990,Wage Tax  Department Revenue,2
2991,Website STATEMENT OMB Use nsew,2
2992,Jenkins-Dean Ltd,1
2993,Lastname  Nonqualified plans a,2
2994,State state ID number ,2
2995,"Todd, Williams and Graham PLC",1
2996,Stephanie Garcia,0
2997,Andrew Sullivan,0
2998,Wage Tax  Department Revenue,2
2999,"Davis, Jones and Ford Ltd",1
3000,"Jones, Harris and Kim Inc",1
3001,"Mills, Marks and Franklin Group",1
3002,Employer identification number compensation Federal,2
3003, D   Statutor,2
3004,Brown Ltd Ltd,1
3005, Statutory Retirement b employee,2
3006,Morgan-Bass and Sons,1
3007,firstname initial Lastname  Nonqualified,2
3008,Curtis Morales,0
3009,etc  Local income tax,2
3010,  G  ,2
3011,John Schaefer,0
3012,Jonathan Brown,0
3013,"Montgomery, Martin and Collins and Sons",1
3014,Stacy Cowan,0
3015,Christy Conway,0
3016,Fisher LLC LLC,1
3017,"Davis, Dominguez and Cruz and Sons",1
3018, Locality name  Wage,2
3019,Amanda Hayden,0
3020,withheld Social security tips Allocated,2
3021,Ramos LLC Group,1
3022,Acosta Inc Group,1
3023,"Rogers, Perez and Torres PLC",1
3024,"Johnson, Chang and Ochoa and Sons",1
3025,Eric Torres,0
3026,Shaw and Sons Group,1
3027,King-Hayes and Sons,1
3028,James Flores,0
3029,OMB Use nsew file b,2
3030,"Peters, Benson and Riley PLC",1
3031,"Norris, King and Ward and Sons",1
3032,Mcconnell Inc LLC,1
3033,Julian Cunningham,0
3034,Ferguson and Sons Ltd,1
3035,d D  f address,2
3036,Tracy Klein,0
3037,Robert Burton,0
3038,Karen Randolph,0
3039,Tracy Sanders,0
3040,name initial Last name ,2
3041,Lastname  Nonqualified plans a,2
3042,EIC payment Dependent care benefit,2
3043,John Hicks,0
3044,Ryan Smith,0
3045,Dr. Matthew,0
3046,Smith Group PLC,1
3047,Laura Russo,0
3048,Social security tax withheld Medicare,2
3049,H  f address ZIP,2
3050,withheld Social security tips ,2
3051, D   Statutory,2
3052,Lee-Fuller PLC,1
3053,Frank LLC PLC,1
3054,Brian Webb,0
3055,Frederick-Hendricks Group,1
3056,Clark-White LLC,1
3057,Dunn and Sons Group,1
3058,Spence-Vazquez LLC,1
3059,Jennifer Walker,0
3060,name  Nonqualified plans a,2
3061,Munoz-Mack LLC,1
3062,Vaughn Group Inc,1
3063,plan sick pay X X,2
3064,"Owen, Myers and Brooks Group",1
3065,initial Last name  Nonqualified,2
3066,Allen and Sons PLC,1
3067,"Jackson, King and Peters Ltd",1
3068,Matthew Myers,0
3069,number This information furnished Internal,2
3070,benefits   e first,2
3071,Laura Rodriguez,0
3072,James Allen,0
3073,James Abbott,0
3074,file Copy C For Use,2
3075,"Bishop, Walton and Joseph and Sons",1
3076,Love-Stevens Group,1
3077,Jennifer Walsh,0
3078,Jeremy Baker,0
3079,Cooper-Hernandez and Sons,1
3080,Dylan Parker,0
3081,Elizabeth Woods,0
3082,X x D  ,2
3083,Joseph Martinez,0
3084,Katherine Cox,0
3085,Frank Medina,0
3086,"Huff, Cooke and George Inc",1
3087,Jimenez-Scott Group,1
3088,E   Other enclosed,2
3089,plan sickpay X X ,2
3090,Morris and Sons Inc,1
3091,Social security tips  Allocated,2
3092,"Kelley, Klein and Cunningham Inc",1
3093,Robert Martin,0
3094,"Burch, Herring and Burgess and Sons",1
3095,Jean Jacobs,0
3096,Jean Hanson,0
3097,Mario King,0
3098,See instructions box  ,2
3099,number compensation Federal income tax,2
3100,Diaz Group and Sons,1
3101,Larsen Ltd Inc,1
3102,Connie Tran,0
3103,Torres Ltd LLC,1
3104,Joseph Brooks,0
3105,"Watson, Love and Gray Inc",1
3106,Martha Watson,0
3107,Hernandez Inc Group,1
3108,Mitchell-Huang and Sons,1
3109, Local income tax ,2
3110,Locality name Wage Tax ,2
3111,Lewis-Perez Ltd,1
3112,  Other enclosed Notice,2
3113,Le-Brown PLC,1
3114,e firstname initial Last name,2
3115,Ball-Collins PLC,1
3116,Cobb-King and Sons,1
3117,Joan Campbell,0
3118,tax negligence penalty sanction may,2
3119,"Patton, Hancock and Taylor Ltd",1
3120,Rhodes LLC and Sons,1
3121,Deborah Lowe,0
3122,Jose Wade,0
3123,  Statutor Retirement ,2
3124,Chan PLC Group,1
3125,numbe Advance EIC payment ,2
3126,  Statutory Retirement b,2
3127,Kristin Ramsey,0
3128,Rick Lee,0
3129,Amanda Blake,0
3130,"Ramos, Wright and Alexander LLC",1
3131,Bailey LLC Group,1
3132,Garcia-Gibson Ltd,1
3133,Leslie Olson,0
3134,Johnson-Sanchez PLC,1
3135,Nguyen PLC Group,1
3136,Andrew Clark,0
3137,Robert Davidson,0
3138,Young Inc PLC,1
3139,Aguilar-Watson Group,1
3140,Joseph Porter,0
3141,Brock Group Ltd,1
3142,Maria Barrera,0
3143,Jefferson Group Group,1
3144,Gregory Rodriguez,0
3145,Ronald Bautista,0
3146,Michael Perez,0
3147,Cook-Rivera Group,1
3148,Mullins-Hayes and Sons,1
3149,Eric Watts,0
3150,Murray-Pearson Group,1
3151,"Simpson, Gibson and Keller Ltd",1
3152,Joseph Hall,0
3153,Durham-Kaiser and Sons,1
3154,Henderson Group and Sons,1
3155,Peter Chen,0
3156,Grant Young,0
3157,imposed STATEMENT OMB income taxable,2
3158,"Nguyen, Brown and Jenkins Inc",1
3159,Fernandez-Leblanc and Sons,1
3160,Davis PLC and Sons,1
3161,Hicks Inc and Sons,1
3162,a See instructions box ,2
3163, Dependent care benefits ,2
3164,P   Statutory Retirement,2
3165,Rodriguez Ltd LLC,1
3166,Paula Logan,0
3167,Allocated tips Control number Advance,2
3168,"Turner, Anderson and Austin PLC",1
3169,Christina Rodgers,0
3170,Matthew Lopez,0
3171,Tyler Howard,0
3172,"Allen, Torres and Ruiz and Sons",1
3173,Advance EIC payment  Dependent,2
3174,Baldwin-Rivera and Sons,1
3175,tips Control number Advance EIC,2
3176,James Johnson,0
3177,Christian Kim,0
3178,Maria Small,0
3179,Mrs. Courtney,0
3180,Danielle Rojas,0
3181,Jones Inc Group,1
3182,benefit   e firstname,2
3183,Thomas-Williams Inc,1
3184,address ZIP code  State,2
3185,Carter-Thomas and Sons,1
3186,Michael Brown,0
3187,Black-Torres Inc,1
3188,Michelle Beard,0
3189,Tina Jones,0
3190,Ricky Boyer,0
3191,D  d D ,2
3192,security number Visit IRS Website,2
3193,Nelson-Wiggins Ltd,1
3194,Yolanda Sanders,0
3195,"Stewart, Woods and Green Inc",1
3196,"Stephens, Clark and Foster Group",1
3197,Spencer Ltd LLC,1
3198,tax withheld c ZIP code,2
3199,Garcia LLC Group,1
3200,information furnished Internal Revenue Cut,2
3201,Social security tax withheld Medicare,2
3202,c d  f address,2
3203,Sims-Barnes Ltd,1
3204,Maddox Group PLC,1
3205,income tax withheld c ZIP,2
3206,Isabel Holden,0
3207,Fitzgerald-Jones Ltd,1
3208,"Miller, Acevedo and Osborne LLC",1
3209,Santos-Jones Ltd,1
3210,Obrien-Bailey LLC,1
3211,Mr. Paul,0
3212, State state ID number,2
3213,b Employer identification number compensation,2
3214,Diaz LLC LLC,1
3215,Mcguire-Levine Inc,1
3216,Castillo-Sanchez and Sons,1
3217,"Graham, Eaton and Johnson PLC",1
3218,Kenneth Jenkins,0
3219,Sara Cortez,0
3220,Amy Wiley,0
3221,Peggy Mccall,0
3222,E  d  f,2
3223,Miranda Wolfe,0
3224,"Johnson, Jones and Fuller Inc",1
3225,Medicare wages tips Medicare tax,2
3226,Young-Anderson Ltd,1
3227,state ID number  State,2
3228,tax negligence penalty sanction may,2
3229, Other enclosed Notice c,2
3230,address ZIP code  State,2
3231,Edward Armstrong,0
3232,security tax withheld Medicare wages,2
3233,Johnson LLC PLC,1
3234,se file Copy C For,2
3235,Whitaker-Abbott LLC,1
3236,Myers PLC and Sons,1
3237,"Hancock, Brown and Pierce PLC",1
3238,Andrea Johnson,0
3239,Jaclyn Morris,0
3240,Debbie Dawson,0
3241,Collins-Santana Ltd,1
3242,Melissa Gross,0
3243,Mann-Cox LLC,1
3244,f address ZIP code ,2
3245,compensation Federal income tax withheld,2
3246,Thomas Bautista,0
3247,Morgan Shaw,0
3248,Donna Harris,0
3249,tips etc  State income,2
3250,State income tax  Local,2
3251,"Mccormick, King and Warren Ltd",1
3252,Christopher Schroeder,0
3253,Jones PLC LLC,1
3254,Frederick-Collier Inc,1
3255,William Harrison,0
3256,Taylor-Salinas Inc,1
3257,Medicare tax withheld Social security,2
3258,Sarah Bell,0
3259,If required file tax negligence,2
3260,Danielle Cooper,0
3261,Wilson-Harrison PLC,1
3262,State income tax  Local,2
3263,"Thomas, Glenn and Price LLC",1
3264,Dyer and Sons PLC,1
3265,e first name initial Last,2
3266,income tax  Local wages,2
3267,Brittany Moreno,0
3268,Juan Wade,0
3269,Cook LLC and Sons,1
3270,Nicholas Hernandez,0
3271,name initial Lastname  Nonqualified,2
3272, State state ID number,2
3273,Keep lower portion REISSUED social,2
3274,Michelle Hicks,0
3275,Kim Evans,0
3276,income tax  Locality name,2
3277,Brandon Ramirez,0
3278,FEDERAL Tax Return This information,2
3279,Nicole King,0
3280,Social security wages Social security,2
3281,"Greene, Sherman and Dickerson PLC",1
3282,Frederick Carter,0
3283,Wilson Inc LLC,1
3284,Thompson-Hansen Group,1
3285,Baker LLC Group,1
3286,Anderson-Ho Ltd,1
3287,Dependent care benefits  e,2
3288,Diane Jones,0
3289,security wages Social security tax,2
3290,security tips Allocated tips Control,2
3291,"Davis, Davidson and Brown PLC",1
3292,Charles Long,0
3293,Chelsey Hopkins,0
3294,Form Statement se file Copy,2
3295,Brett Fields,0
3296,Kimberly Gray,0
3297,Cut Keep lower portion REISSUED,2
3298,Joseph Kelly,0
3299,file Copy C For Use,2
3300,"Cole, Kim and Donaldson and Sons",1
3301,Anthony Irwin,0
3302,Crawford-Wheeler and Sons,1
3303,portion REISSUED social security number,2
3304,Larry Hill,0
3305,STATEMENT OMB Use nsew file,2
3306,Sarah Brown,0
3307,negligence penalty sanction may imposed,2
3308,Misty Nunez,0
3309,Mercado LLC PLC,1
3310,"Hobbs, Cooper and Brown Ltd",1
3311,Tina Gill,0
3312,address ZIP code  State,2
3313,Garcia PLC LLC,1
3314,Bobby Torres,0
3315,Sarah Moore,0
3316,STATEMENT OMB Use nsew file,2
3317,Lori Carney,0
3318,tax withheld Social security tips,2
3319,"Castro, Sanders and Bryant and Sons",1
3320,Notice c d H ,2
3321,Mercado-Reynolds and Sons,1
3322,Paul Riley,0
3323,Allison Alexander,0
3324,box    ,2
3325,Stokes-Whitney Inc,1
3326,Robert Williams,0
3327,"West, Wilcox and Wong Inc",1
3328,Ashley Howell,0
3329,Miranda Conway,0
3330,Mr. Luke,0
3331,Dustin Black,0
3332,Farley-Fisher Group,1
3333,c ZIP code Social security,2
3334,Danielle Leonard,0
3335,State income tax  Local,2
3336,Edwin Miller,0
3337,Collins LLC and Sons,1
3338,Zimmerman-Hensley PLC,1
3339,"Lopez, Green and King Inc",1
3340,Social security tips Allocated tips,2
3341,Wright-Garcia Group,1
3342,"George, Joseph and Acevedo LLC",1
3343,tips Allocated tips Control number,2
3344,Reid LLC Ltd,1
3345,Locality name Wage Tax ,2
3346,Susan Elliott,0
3347,"Adams, Chase and Gilbert Inc",1
3348,tax withheld c ZIP code,2
3349,Jared Lutz,0
3350,Espinoza LLC Ltd,1
3351,Suarez-Duke Ltd,1
3352,Christopher Brock,0
3353,Brandi Rose,0
3354,security tax withheld Medicare wages,2
3355,Dominguez PLC Inc,1
3356,address ZIP code  State,2
3357,"Wilson, Caldwell and Landry Ltd",1
3358,Website STATEMENT OMB Use nsev,2
3359,Hughes Inc PLC,1
3360,Garrett-Gilbert Inc,1
3361,Darius Moore,0
3362,Carson-Nixon PLC,1
3363,Gonzales Group PLC,1
3364,Revenue Cut Keep lower portion,2
3365,Ryan George,0
3366,furnished Internal Revenue Cut Keep,2
3367,code  State state ID,2
3368,Scott Hanson,0
3369,Billy Anderson,0
3370,"White, Romero and Patel PLC",1
3371,"Martin, Finley and Adams Group",1
3372,White Inc Inc,1
3373,Carter Group LLC,1
3374,Morgan-Henson Inc,1
3375,Cordova LLC Inc,1
3376,"Rodriguez, Scott and Nelson and Sons",1
3377,Kelly PLC Group,1
3378,e first name initial Lastname,2
3379,Davis-Smith Inc,1
3380,d  P  f,2
3381,"Bennett, Allen and Yang Inc",1
3382,Alexander Todd,0
3383,number Visit IRS Website STATEMENT,2
3384,"Pierce, Andrews and Everett Group",1
3385,Christopher Norton,0
3386,Emily Parker,0
3387,furnished Internal Revenue If required,2
3388,Richard Martin,0
3389, e first name initial,2
3390,Loretta Bryant,0
3391,Patricia Bridges,0
3392,Daniel Smith,0
3393,Anderson-Mcintyre Inc,1
3394,Statutory Retirement b employee plan,2
3395,Julie Miller,0
3396,H   Statutory Retirement,2
3397,"Suarez, Rose and Hull Ltd",1
3398,Aaron Black,0
3399,Stephanie Dean,0
3400,Zuniga Inc PLC,1
3401,Jacqueline Kline,0
3402,instructions forbox   ,2
3403,Dr. Dustin,0
3404,Christina Howard,0
3405,Ann Hill,0
3406,Susan Bailey,0
3407,Wage Tax  Department Revenue,2
3408,c G  d ,2
3409,James Smith,0
3410,"Brown, Roberts and Ross Group",1
3411,Mosley-Davis Inc,1
3412,Stephens LLC Group,1
3413,Robinson-Garcia LLC,1
3414,Jennifer Chen,0
3415,IRS Website STATEMENT OMB Use,2
3416,Thomas-Boyd Inc,1
3417,"Gordon, Haas and Johns LLC",1
3418,Lindsey-Wong Ltd,1
3419,etc  State income tax,2
3420,c ZIP code Social security,2
3421,  e firstname initial,2
3422,Marquez LLC Ltd,1
3423,Graves-Jenkins PLC,1
3424,d E  f address,2
3425,tax  Local wages tips,2
3426,"Fitzgerald, Taylor and Rice Ltd",1
3427,"Kelley, Ortiz and Bailey Group",1
3428,"Bradley, Rodriguez and Shannon Group",1
3429,Michael Hughes,0
3430,Richard Robles,0
3431,Phillip Austin,0
3432,Nancy Castaneda,0
3433,King Inc PLC,1
3434,David Matthews,0
3435,Davis-Moon PLC,1
3436,Leslie Rogers,0
3437,Nicole Molina,0
3438,Daniel Scott,0
3439,Jessica Lawrence,0
3440,Stacy Dodson,0
3441,Hayes Group and Sons,1
3442,Robert Lambert,0
3443,Denise Lewis,0
3444,Mario Wright,0
3445,Stewart-Hernandez PLC,1
3446,  Other enclosed Notice,2
3447,Manning-Cummings Ltd,1
3448,a See instructions box ,2
3449, Other enclosed Notice c,2
3450,Joshua Brown,0
3451,Chelsea Christian,0
3452,Chloe Johnson,0
3453,David Bernard,0
3454,Michael Grant,0
3455,furnished Internal Revenue Cut Keep,2
3456,name initial Last name ,2
3457,Anthony Petersen,0
3458,required file tax negligence penalty,2
3459,Felicia Thomas,0
3460,number  State  State,2
3461,Dependent care benefits  ,2
3462,  Statutory Retirement b,2
3463,"Garcia, Cruz and Mendoza Group",1
3464,furnished Internal Revenue If required,2
3465,benefit   e firstname,2
3466,Melissa Carroll,0
3467,REISSUED social security number This,2
3468,Jennifer Taylor,0
3469,John Meyer,0
3470,Palmer-Daniels Group,1
3471,Joshua Johnson,0
3472,withheld c ZIP code Social,2
3473,"Juarez, Bruce and Wright Group",1
3474,Other enclosed Notice c d,2
3475,payment Dependent care benefit ,2
3476,Daniels Inc and Sons,1
3477,sanction may imposed STATEMENT OMB,2
3478,Oneill-Tucker Group,1
3479,Gabrielle Heath,0
3480, H  f address,2
3481,James-Proctor Group,1
3482,"Maldonado, French and Combs Group",1
3483,Ray-Hoover and Sons,1
3484,E  f address ZIP,2
3485,Brown-Cole Group,1
3486,Debbie Warren,0
3487,e firstname initial Last name,2
3488,Be Filed FEDERAL Tax Return,2
3489,Cooke-Williams and Sons,1
3490,portion REISSUED social security number,2
3491,"Santana, Walters and Parker Inc",1
3492,Yates and Sons Ltd,1
3493,Kevin Smith,0
3494,withhel c ZIP code Social,2
3495,Erin Jenkins,0
3496,Phillip Reilly,0
3497,Stephanie Green,0
3498,Zimmerman-Dixon and Sons,1
3499,Beth Ramirez,0
3500,wages tips Medicare tax withheld,2
3501,tax withheld Medicare wages tips,2
3502,Taylor Mills,0
3503,"Anderson, Walker and Gonzales and Sons",1
3504,Ann Chang,0
3505,"White, Summers and Garcia LLC",1
3506,Olivia Clark,0
3507,withheld  Medicare wages tips,2
3508,Laura Moreno,0
3509,"Stevenson, Patterson and Cook Ltd",1
3510,Sarah Mcdaniel,0
3511,Matthew Guerrero,0
3512,Nicholson-Scott LLC,1
3513,file b Employer identification number,2
3514, State income tax ,2
3515,Nelson and Sons Ltd,1
3516,Lynn Lowery,0
3517,b Employer identification number compensation,2
3518,wages tips etc  Local,2
3519,Retirement b employee plan sickpay,2
3520,Last name  Nonqualified plans,2
3521,"Manning, Mccann and Guerrero Inc",1
3522,Wolf Inc LLC,1
3523,Laura Webb,0
3524,IRS Website STATEMENT OMB Use,2
3525,Department Revenue Service Form Statement,2
3526,Heather Nelson,0
3527,Jordan Taylor,0
3528,Hobbs-Hill and Sons,1
3529,Long PLC LLC,1
3530,Christina Turner,0
3531,Mejia Ltd LLC,1
3532,  e first name,2
3533,Carla Doyle,0
3534,tax withheld Maria Social security,2
3535,Barry-Holmes PLC,1
3536,Madison Novak,0
3537,"Bell, Reyes and Yoder and Sons",1
3538,state ID number  State,2
3539,Strickland Inc Ltd,1
3540,Gregory Peterson,0
3541,G  Statutory Retirement b,2
3542,Martin and Sons Ltd,1
3543,Tony Marks,0
3544,Craig Conway,0
3545,Kristin Evans,0
3546,Derrick Jarvis,0
3547,Jennifer Meyers,0
3548,"Wilkinson, Gibbs and Berg and Sons",1
3549,enclosed Notice c D ,2
3550,"Ellis, Ford and Travis PLC",1
3551,"Miller, Lawson and Shepherd Inc",1
3552,Brian Montgomery,0
3553,Statutory Retirement b employer plan,2
3554,security number This information furnished,2
3555,Federal income tax withheld ,2
3556,James Williams,0
3557,EIC payment  Dependent carebenefits,2
3558,"Lam, Williams and Flores LLC",1
3559,Johnson LLC PLC,1
3560,Alexander Inc LLC,1
3561,Simon Ltd and Sons,1
3562,Gail Clark,0
3563,State wages tips etc ,2
3564,Control number Advance EIC payment,2
3565,Kevin Morris,0
3566,Emily Schwartz,0
3567,wages Social security tax withheld,2
3568,Stefanie Thomas,0
3569,number Advance EIC payment Dependent,2
3570,Statement se file Copy C,2
3571,State wages tips  State,2
3572,Sierra French,0
3573,Statement Copy Be Filed FEDERAL,2
3574,income tax  Local wages,2
3575,Ball-Salazar PLC,1
3576,code  State state ID,2
