context,label
273087 -1110266 837179 ,1
-67452 -788749 171542 1073895 19837 ,1
1697 -328 -369 ,1
-477 -1435 -5099 10909 ,1
6841454 -2927136 -11222632 2750014 ,0
6214 5612 -7105 ,0
-1003 3425 -11469 6671 2376 ,1
1595393 1104519 464973 1854046 -4030388 ,0
-11695070 5216500 3039134 ,0
-1935801 2699603 -271787052 -2315535 ,1
5026317 416701 -7472344 ,0
44578612 6732960 -51311570 ,1
-55189241 79346973 -87029703 34440443 6796266 ,0
-32312 -864831 89714 ,1
3469580 -138037 2509501 -4503489 ,0
-449351 -7364918 11858430 ,1
768153776 -628048023 -1789412 186840440 ,0
-61667 -875 62064 -22715 ,0
1961 -1916 -45 ,1
-1768536 -5029692 6798228 ,1
-6105894 4926115 -3953898 1093235 -798673 ,1
486421567 -203199602 -1002583728 267087245 727659964 ,0
-22989 579813 210185 -673580 ,0
-47401171 6482636 -102326879 66761659 -43240375 ,0
-55148239 60957266 -72552707 -9195830 30488600 ,0
11209918 -29218885 -3112097 84682242 45503987 ,0
-30 -28 137 ,1
48143 -38784 -10140 ,0
-4452 -960 7392 ,1
-668597 997428 -328831 ,1
6029138 5607107 -6241407 -778733 -4616105 ,1
-179034437 499807024 183484313 -961387139 -179858989 ,0
-29583343 1082839 -26827972 ,0
370892 279179 -361573 -249544 -38954 ,1
-15456669 -24205387 39662056 ,1
-6891656 -6339585 239431 705675 10407666 ,0
-58070175 -149758497 294840209 -232807699 -384829726 ,0
33414464 -2550267 -7911793 ,1
-64961 -76287 66510 68010 ,0
785737508 -31371307 581578889 -569997167 ,0
-21548301 593082699 -72385328 ,0
1193 -1089 5452 -5556 ,1
41777 783555 457191 -649869 -1008653 ,1
-5142 -669 -915 4603 5878 ,0
22411175 -10766998 20061680 ,0
143771800 -330201292 -459437296 ,0
1323082 -1117514 8759998 -1927007 -7038559 ,1
-6792478 79548149 -28429814 -44325857 ,1
345864571 587118111 -6429090 10694288 -633496479 ,1
-7994 7012 7261 -6282 ,1
-33776 17790 67712 -38215 ,0
-18880 -60097 6009 1888 ,1
-427401 -13487 -163849 ,0
-200360 -3633332 3345345 -1604221 389581 ,1
-840 -106673 37346 15081 55086 ,1
-17500179 -5886193 -5831519 51536300 -12318409 ,1
611728284 -209078960 -847457371 396450738 8357339 ,1
-119526 -23192 142718 ,1
465438 656660 -325946 -522774 ,0
385289 -67139 2270302 -2188452 ,1
-46172457 -12320902 169054621 ,0
652240 2197 -360548 ,0
-7663616 3056467 4383679 -5833365 6056935 ,1
13456 -104542 29429 -394 4860 ,0
106473436 -68949953 -37523483 ,1
-212632 5380098 -1526136 -727642 ,1
-583416480 -51310683 -191141507 949730774 ,0
9922213 -27892362 -33794336 -11792322 ,0
-699706391 463745941 -162889984 ,0
113216860 -37385970 -70023095 -807795 ,1
-89950266 575217175 455101943 -33318099 -907049358 ,1
28379466 -9182885 -37929194 18732613 ,1
603044 -62897 -60148 20501 ,1
-121623 89464 1001159 -1669000 ,1
55899231 53259082 7296457 -116454770 ,1
-560019 -695836 740938 ,0
3993700 -8247929 -1562548 534926 467515 ,1
759 -463 -3618 11152 1414 ,0
-112781 227008 423463 -144280 ,0
226773 698412 -64291 -460969 ,1
-61582779 -1908519 352793 -33059903 -73928017 ,0
2694 -4107 -5544 3784 -3754 ,0
-45460517 -475105 34204858 58766168 ,1
-884 -18172 59056 ,1
-59500 30065 29435 ,1
-2773 1385 -1332 ,0
-4041 -7174 11215 ,1
-40195 -8448 112933 1746 ,1
871833 -827493 -4434 ,1
-65085308 27736564 -39629107 ,0
270419 733709 -751551 -27613 1142 ,0
4332202 283442 4437902 -6008387 ,0
58533 101163 2077 -80855 ,0
11748715 39840247 -61119726 -86724804 96255568 ,1
79929805 -47879486 -23859078 ,0
-1607263 -510711 2117974 ,1
757174320 414182969 -671357289 ,1
-8948 -95236 80008 75468 ,0
4134258 -7348248 4136501 -22511 ,1
14667 -40397 3222 -37374 ,0
-1731 -223747 285736 182456 ,0
258372 -135406 -302049 ,0
14587554 32854651 2418028 -13415297 -36444936 ,1
-7311 4033 5949 -2671 ,1
1621469 -3788542 -6791862 991651 -584844 ,0
-62424015 -5693573 3947645 75897023 -11727080 ,1
-86981 47391 61115 ,0
-6071 3941 -177 1261 2643 ,1
678108617 -27344856 -45076376 ,1
54582309 47753380 -3306808 ,0
399725389 -130381429 -242869707 ,0
-99089 403008 -1081816 -357405 508736 ,0
-76582935 451070574 847682691 ,0
-84993 65610 -96792 116175 ,1
-448 60196 -17933 -14029 -82160 ,0
-61377830 -53596263 20913515 94060578 ,1
7322 -2946 -1892 ,0
73223 23514 -16891 -18343 ,0
-6167 -849 -3043 -6052 8622 ,0
-3678926 98583 3580343 ,1
365201262 302441323 64505192 -516094443 ,0
-1892266 -7758962 68559889 62046874 -51124872 ,1
3421524 8764414 -8033767 -5841331 1689160 ,1
3300997 2669348 -5710146 2270909 -2531108 ,1
-741152801 41841302 410444227 790735171 326427994 ,0
5213 -36 -4083 ,0
-54556 485548 -30912 ,1
-78629768 154878 17747039 9333942 ,1
-5118132 7953491 -2835359 ,1
-172128560 -380695618 1251483159 -572270113 ,0
108431741 32421850 53037964 -485688206 ,1
20314 -32742 62877 3901 -5435 ,1
-2987461 5376578 -4301496 -7365115 -3298399 ,0
693085 -571129 -121956 ,1
-8102 -252 4520 3834 ,1
28044513 -9916239 -6996785 60208429 -18339918 ,1
1977 -25 1112 6121 ,0
-928 -985 3398 -885 ,1
-61337873 1129315 7067969 -8040632 -64811 ,1
-894818 5919313 -5024495 ,1
-627700 563926 -679387 743161 ,1
-31637936 -961023632 623345452 -61117261 900982238 ,0
728924 -327 -4673 -2816 -254675 ,0
-397902 -99755 -628372 83096 193680 ,0
-14819610 7111788 -2160366 27080 -45893126 ,0
83590 36655 -42568 -77677 ,1
287457945 1208881842 -367591356 -896346762 -386165698 ,0
33122 79368 17160 -38158 -62978 ,0
-21496423 76855166 65630096 -12808122 ,0
-50664 -8791 59455 ,1
-32336578 -18413087 749665 ,1
-166197871 -77773385 30221964 54959391 ,0
-54572 91872 -48458 11158 ,1
-8385 30852 -25757 36265 ,0
-60505839 -21191513 35459676 46237676 ,1
-43825459 -46873466 58271906 66189913 -33762894 ,1
-41388222 -28217 -62271563 3688002 ,1
-584 4636 6395 ,0
7788327 -45104073 6226924 ,0
-260854674 -4243440 703289077 ,1
-501816 7532591 -7706060 1675285 ,1
841 5681 -5288 -2451 ,0
507522621 974399 -979986274 283348122 ,0
39125204 -58698868 9430260 -11520267 ,0
-416672199 613984803 -552915184 270322184 832512483 ,0
-2603 144 3699 2212 -8573 ,0
-1515 4479 -6102 3138 ,1
32 -2392 674 1486 ,1
-360491 866336 -505845 ,1
980285 -296136 -140729 93862 ,0
-875144 -2511474 4031035 -644417 ,1
7963528 883119 -197809 ,0
11637 1123 -15087 -76405 6861 ,1
-29573 -38809 100943 -3252 ,1
3495 829 -4324 ,1
875572 -1014781 457273 -318064 ,1
4488 4093 -43688 -24893 ,1
-115992 -833 39005 ,0
-6140461 233925663 1035246478 159670340 -857600842 ,0
-5256 5274 1738 -1756 ,1
-2950 525666 -67381 440170 ,1
-691672 113719 888123 -310170 ,1
-7805985 5833328 9491770 ,0
-2040569 3520412 -1479843 ,1
253344836 -73012955 -180331881 ,1
70623 -2859 -67038 -45465 44739 ,1
71703 -52466 4215 ,0
-2270 -5773 4840 0 330 ,1
-107312431 573763093 -445457703 761449198 ,0
229363 -60957522 88195288 ,0
-443363940 770031279 -24976446 -265071020 18816814 ,1
-61967 63655 -56970 -58146 ,0
-87066983 -239667319 296195754 ,0
-6153640 -2568780 -154691 3913881 6355454 ,1
737172 -847068 9998 ,0
-39932649 -20469413 -18768514 77898757 ,0
-26013 -16622 -6692 47972 42060 ,0
81263933 -108617851 -6088057 ,0
-2768 8454 -946 -429 -400 ,0
-5911 4439 5631 -4159 ,1
-2785 5250 5435 -2329 -5571 ,1
35572693 2503641 -108346668 ,0
314 -2255 -891 ,1
-2537626 137972 -1304165 5129950 -1053383 ,0
-3476929 34824444 -13814533 -7628511 ,0
-6620 5014 -114628 71106 ,1
12276 -60001 65169 -7420 -10024 ,1
3226 -5073 -688 ,0
-78801141 -15440313 9753817 4717241 -8391815 ,0
-429174 25745 -121887 93879 331437 ,1
8462702 -37525010 39205917 5146141 -76608066 ,0
-8717 -242801 4033404 3212084 ,0
-20138 4152 -4014 ,1
2788220 -1593448 3587388 2521942 -7304102 ,1
-781875 382303 -321006 -428438 586573 ,0
-94980 -16608 8807 ,0
4327192 -3091173 -3624433 ,0
-5402 -516 781 1144 -1081 ,0
-4926315 -240128 9481286 ,0
-585236 6729923 -2367843 7651887 -3718000 ,0
-6332203 -5489459 5415867 11147818 -4842023 ,1
52182376 600838211 75553595 ,0
2438983 -3473652 1034669 ,1
631464 -62484 -645076 531803 -455707 ,1
684317625 -265291407 256320204 380878982 ,0
-1461 -3684 -3581 8726 ,1
-37336 32657 -141749 282460 ,1
-2961 3605 -644 ,1
70320 -836284 133079 ,1
-27665776 -7674284 35340060 ,1
-17132 15859 -29717 30990 ,1
-5025637 -5241621 9577925 5617180 -4927847 ,1
635492 -27377 -36171 ,1
-119991943 496051162 12347698 -91798 -296608785 ,1
-781514 -155384 37094 ,0
85940023 -37736140 32073465 -30277348 ,1
1035 56680 1198 33278 ,0
43397903 31857146 -597995650 546168319 ,0
64195581 -8123853 32928272 ,1
674861295 888488462 -27814869 -833779882 -829828447 ,0
119820 -669102 -529104 ,1
5328 -5475 6479 -4894 -1458 ,1
50767507 -7399679 -16611462 -1621542 24865176 ,1
4226865 3905266 -619403 ,0
-9857 6836 311 2710 ,1
4681133 -4237851 2847040 1240676 2120834 ,0
-88771 1706 -3549 14584 35830 ,1
2635 5010 -859 2675 ,0
925992997 631292296 -424302190 -258901464 ,0
65252664 4849760 -32217290 21091040 324877 ,0
-35883 29441 26711 ,0
27597280 -21676462 -25419440 ,0
-1257 -4357 -1336 -390 10854 ,1
4553827 1230938 7458355 -8127477 ,0
498513662 -310971131 35207608 -915291467 ,0
2303 5918 -1143 -1 ,0
-32781 10404 -4282 88757 -18729 ,0
1549149 -666731 5118170 ,1
-48569 8199 85465 ,0
-3604275 -1854187 10033353 3025960 ,0
205110179 -60330679 409391358 -554170858 ,1
-405371546 483900370 -78528824 ,1
56248 -429013 607807 -75090 ,0
-335562039 -52584021 899401704 -511255644 ,1
-12677 2592 3986 ,0
-3210 10342 -3107 -10 841 ,0
4654268 -43261917 -1744810 32886514 ,0
3601 -62217 30707 ,0
-5720748 417317961 154756525 ,1
150032 -9184 -100848 ,1
1035 3019 -3835 2987 ,0
-1014062 3301263 -22872 ,1
-61151044 18481951 -28656267 -8960423 105479191 ,0
-634349513 -17826196 1080161928 739288620 -237725335 ,0
534197783 -469362944 -45822491 99656443 -5675368 ,0
1446 -2831 38933 -494 -45625 ,1
-265220 -262373 -16713 916660 -159530 ,0
704364 367362 264612 -2147382 -3328916 ,1
-12854829 41112018 -28257189 ,1
861725 -89173075 -40038703 -32590312 75243890 ,0
-100469 312468 -35108 517677 233659 ,0
56074872 -415364 -114569787 ,0
-929676 28825315 -1370273 -41803594 27610708 ,1
629 -1833 1154 ,1
99249780 -8458695 -90791085 ,1
-1388 3976 -3 -4560 2025 ,1
1312389 7007928 2795455 -519305 -136163 ,0
-4967791 -5469350 7709536 9703479 -6975874 ,1
2398 -1303 -1095 ,1
-4604711 2251153 -1256605 -657667 ,0
-84622016 88274023 -20939346 -888519 ,0
-5293587 -29092 1067553 -3662416 ,0
6708932 -12966528 6257596 ,1
71145 -50443 752 24409 ,0
-266182 5482 650416 ,0
4210559 -3339520 5758906 ,0
-48873116 86544007 -7262610 -73128787 ,0
-63092 808 27544 27462 ,1
-95690015 -491804464 471070523 -39479536 511219324 ,1
42452143 -4871394 -10066521 -83260450 40716317 ,0
3584749 -5187638 1602889 ,1
-1098 -439 -5162 6699 ,1
-3103 -1508 -978 10839 -5250 ,1
453526 102738 -553508 -2756 ,1
7596 -37677 -13216 25122 -2620 ,0
592796 -36778095 65663870 ,0
-742958 -85096 697660 130394 ,1
-25342356 -73188713 56436225 2094844 ,1
15832 -48859 33027 ,1
8630426 -8816389 299245 -2079 -722365 ,0
-2934179 2753843 -1254 2356494 636387 ,1
-701862727 -649276966 1184336835 ,0
-2516619 -2024850 -4827575 9369044 ,1
-44428 2357 392397 -20792 -175410 ,0
-3099954 5619995 -2520041 ,1
8588 -7370 -77 -5195 4954 ,1
471188005 7523759 -749960774 ,0
838 1670 758 5803 -11069 ,1
-45509797 -7822961 103332758 ,1
404703542 -317006863 35661071 ,0
-6742 24702 33539 -51499 ,1
107316 -4650 -3687 -66422 60837 ,0
-756492231 -636145210 807639971 ,0
69976 -16122 -53854 ,1
-2243807 -5911305 815511 ,1
-270323 -395957 164637 668472 ,0
50755041 -43736400 -111459099 ,0
-481055 -129190 610545 ,1
41136927 22470016 -50810316 ,0
2422734 -4158980 5659161 -208237 ,0
-25310838 -12910307 8221145 ,1
52827047 -860362457 -219552886 727556468 ,0
-13312 -47821 48095 -51913 50405 ,0
75770 -6029 -29741 ,1
-1225087 4542226 204477 -8521616 ,1
418060168 566651690 -6538662 -331589688 -306080518 ,0
-69591 466311 503280 ,1
-1389 2781 -2466 -4035 5109 ,1
-1392210 -10664877 52057087 ,1
93973 -49801 -14089 ,0
-5883674 6544474 -45119 2294649 ,0
-1827 -4993 11208 -4388 ,1
-2933173 -6676642 190764 2254455 ,0
-478554978 364382408 645418198 -653144976 ,0
2080 -1439 -648 ,1
52688600 -79041718 26323118 ,1
-876003917 70693005 66418046 -744313022 ,0
37826 -52821 26583 -76623 39480 ,0
1489 -4230 -4757 -1018 -304 ,0
-130995031 -322760908 -113834427 ,0
379098 40690 -898790 -7929909 8712105 ,0
-373137 -437785 665168 ,0
-8046217 6094175 1952042 ,1
1443260 -6922462 363982 5115220 ,1
-497771320 14587765 670253701 291859152 -543627686 ,0
-2055 3459 -1404 ,1
-9959 857 4259 4843 ,1
-414645 571270 -784792 628167 ,1
-31843792 -35107 35478899 ,1
-547 -33490 -44227 83193 ,1
57020651 -69613506 -7715091 ,0
58777112 52885056 -20844790 ,0
-1933 456 -4846 158 -1835 ,1
-6655 6746 2313 -404 ,1
-625507640 328678846 29682879 ,1
-43781 29017 24344 -9580 ,1
-5253492 -119176 6372668 ,1
54704893 -36603647 -28404813 28163842 ,0
-1374 1471 6689 592 -9807 ,0
-699455 46749 46423 -231833 317375 ,1
-4681194 -2967567 -277992 6462748 ,0
47079 7276 -74355 ,1
-52768572 30165172 12938235 ,0
115283449 -49704864 38803485 -5600726 ,0
-3002216 34472 -2735327 6334043 -582423 ,0
74639123 11870557 -26226173 ,0
4228 36468 27805 -39683 ,0
2873 -4375 -72201 -54 98957 ,1
830648548 -67362164 -515473479 360175725 ,0
-5665049 -435955 7654799 ,0
-64594427 95478925 -7293654 -70381237 46790393 ,1
-5616687 10377366 -4760679 ,1
-37452656 103304398 -24582294 -30168054 -1110139 ,1
3415790 -7053729 -2305275 5880952 62262 ,1
73912 25863 -82469 -17306 ,1
-17167448 11475417 -80453429 ,0
-76940 -39518 -22001 81587 ,0
350251 -271028 626996 -744067 ,0
360940 -595690 45471 189279 ,1
-19962 -1618 -109082 290875 ,1
-6512 7704 1728 4247 -6158 ,0
1178709 -4155489 -2575178 5034114 517144 ,1
6927 268 5233 3698 -174 ,0
3214 991 -4205 ,1
-76978 48373 -26520 -2453 ,0
-193 -5122 8126 -2811 ,1
-179006683 -890195104 338426861 812611404 ,0
-169642 -227326 396968 ,1
391832 -3685153 -1056482 -2650197 ,1
4737272 -4426845 7130949 -7441376 ,1
-228 -7463 -761 9148 8222 ,1
-50506356 -381320276 1169220645 -124535479 -12858534 ,1
-130670 -433493 334214 229949 ,1
32041093 -11043559 -29361542 8364008 ,1
-4115433 129986 -1887583 ,0
-8126 -4207510 4860439 2355197 ,1
-87255158 41334247 -25495953 71716864 ,1
-45745422 -3624443 121439463 -68800906 ,0
-79 56 -7184 1236 ,0
-500172657 709380403 -139535422 19904690 ,0
-2330 -133 5138 -1638 161 ,1
47527 -3707 -72775 -29 49253 ,1
-363890 420105 -522132 3740933 ,1
-4222 3257 965 ,1
-77011 -7840 45141 6913 ,0
-2172654 -839129 7191725 5156290 -336232 ,1
612811 93375 -1021640 26041 ,0
7664986 207864 -4141595 -2212663 -1518592 ,1
-532 2403 -1328 4744 ,0
-4360 8235075 -7330715 ,1
-3264709 -28167652 72016255 -19802939 -10780955 ,1
18518144 77113096 -268256 -57309343 -35639330 ,1
-562251480 -307186392 -247133154 ,0
826782 -160899 6720 -733086 ,1
-345752 -400128 587330 -436415 66447 ,0
-58463972 687474796 104589324 27067249 -234491644 ,1
8402671 7065299 -7014338 -9914932 5013349 ,0
372190805 -89038803 -46713881 -114673857 398660666 ,1
-57494835 73513127 -18861282 2842990 ,1
-57139 -217848 634609 ,0
55103744 -48669367 -64343771 ,1
-26632 -19623 4119 -43334 25470 ,1
8911396 -4841392 -7067068 8503115 -5506051 ,1
8678 -3806 -7858 -6973 ,0
396499 -101952 -412143 344988 -27392 ,1
-62014860 61327510 -55763018 83539500 -27089132 ,1
-56603725 75613684 -19009959 ,1
-1026100 62067 -208421 14619 57835 ,1
-14164 15414 -250 ,1
-1198132 -2736778 393491 ,1
39660956 -28903782 42549248 -53306422 ,1
49895 -3659 23764 ,1
-32653 -4715 46522 -9154 ,1
73292558 59183411 61427075 -64218931 -66266999 ,0
3931251 -7227366 4025090 424544 ,0
-29910550 -18209394 9106515 -8974598 -13190357 ,0
-8000 -17509 1314 37375 -2246 ,0
502655 -114147 -3648 -479882 ,0
-332 -3853 4185 ,1
-3108 -4 165 -707 ,0
9198 -9762 1327 1901 -2664 ,1
4958 1566 -6520 ,1
-41835 484 -15796 52775 ,1
-5139 4054 5590 ,0
-22490 -20581 7971 35100 ,1
-449278 -1173838 875556 ,0
9177777 -1124617 -5796159 -2257001 ,1
7544 561 -6430 192 -8524 ,0
8207723 -7182377 2552601 -2001993 -1575954 ,1
8215323 2530636 -8938444 -5764756 ,0
8068 -393202 -442364 27498 ,1
-7070431 6350248 -2994710 ,0
2893 -5809 2516 ,1
28886 -79638 -2920 59672 ,1
949706 -119327 -60545 ,0
-2127 660506 2119 -109562 ,0
-740040695 764576856 -442207111 1054643486 -636972556 ,1
1134 218989 -132992 -87131 ,1
118632 -202440 148607 -180456 115657 ,1
-47485 4927 -6768 63514 ,0
-732878 492295 240583 ,1
-34126584 -9432017 -19901560 36950200 ,0
8122887 -229999564 7979790 113897687 ,1
676434640 -450836925 -30682 226299991 -234282242 ,0
-20441 381330 -360889 ,1
-3342 -3019 661 ,1
-886473 371911 514562 ,1
-81092 67866 -17027 -11123 ,0
-23892571 101747683 -13605730 -64249382 ,1
-2384033 4045835 -2396816 ,0
-72291506 7348864 32175717 -7233075 ,1
-787 -2646 4731 ,0
158848 -754469 852000 809009 -1065388 ,1
5513543 1273896 -6787439 ,1
-63661635 59215841 -19852368 68930813 -85522980 ,0
-251911 66795 -380279 ,0
395208247 -93462820 -780021954 639470156 ,0
452543221 -218421345 -254916887 ,0
47429 -2923 -74917 ,0
-278 156883 -317414 12673 36576 ,1
57425 77462 -6323 11881 -102013 ,0
3676 -9677 4332 713 -2114 ,1
-9570 263 5282 ,0
410226 30346 708806 -12134 -63724 ,1
37302 -78316 39041 -69006 63542 ,0
-77079 -56118 94896 4611 -45267 ,0
-12823 -12122 4684 252 ,0
45253 261801 -41143 79573 -546483 ,0
66620 -17456 -5974 -4740 15319 ,1
4701455 -10470673 3682909 -9482498 3718703 ,0
3884 106 -4004 348 -7334 ,1
-5642 4019 -4345 3384 ,0
548761 -2294852 2663363 -5917272 ,1
-4685697 16834362 65967607 -16810525 ,0
-10465 4730 416 -5207 ,0
-75201 94940 79995 6145 -68103 ,0
8457725 29232833 40192192 -77872750 ,1
-5905933 5590678 315255 ,1
15399 7676 -38398 ,0
-217120317 67090018 -211575603 542904822 ,0
4143817 2509652 -1980409 -937720 ,0
-75774721 108929465 -21842595 -1312149 ,1
40776 -106429 62688 2965 ,1
64517054 -361781478 -510870286 ,0
76347 -54101 82427 ,0
-4683 -1776 1796 4663 ,1
-224282276 148110162 218547347 -142375233 ,1
-8454654 7161835 1292819 ,1
734424656 -295966770 -745321637 462676893 -55813172 ,1
49317 -12809 -36508 ,1
-10453281 49816250 52204950 -91701306 133387 ,1
-1067 -1194 2298 -7314 ,0
13551 -55342 21343 -7 -24205 ,0
6607 -4575 5842 -6865 -1009 ,1
-4872815 637163 547443 ,0
-18977298 14138028 70716465 -65907155 ,1
-58902255 94886362 -30705432 5094421 -30373096 ,1
-9251387 -5865907 895002 6613654 -446387 ,1
635639 -16218667 -6251871 ,0
404108051 -146113111 -57994940 ,1
-71177609 -62863694 87368255 ,0
6516 1671 -5992 ,0
125204 -878127 372735 -1959576 91160 ,1
-5103330 823412 -720082 ,1
-7632103 8492045 -6091562 5231620 ,1
-54185405 76903792 -2718387 ,1
26909 -68169 -421 32034 647 ,1
439 4676 -6216 -5694 -53 ,0
-205950627 237800402 -49992408 215819161 -850598477 ,0
-38610 -5573 42270 ,0
2175 7616 -9045 ,0
-613852 -697441 1311293 ,1
4871 -11325 463 -185 320 ,0
130968267 536673255 466239198 -290996628 -842884092 ,1
-2975605 -5424385 9278985 4038627 ,0
13077781 379972789 -141469003 167622344 -41920391 ,1
-290035379 -315576225 84747317 520864287 ,1
-487178 625287 165332 -731127 628442 ,0
-620225580 809431307 -611704091 28408520 ,0
101457 -58467 33032 -21220 ,0
6295 -512 -1721 -7111 49 ,1
54435928 -16911935 -1190066 ,0
779899 -4969952 3020221 2827089 ,0
-431947 98973 320544 12430 ,1
-18020098 808071 -11081480 ,0
-25876404 -19959590 128928066 -28748796 ,0
4813076 140058592 -32595497 -55097609 -2364215 ,0
5931781 143932 -4970065 -6638478 -94428 ,0
50153413 -194774 -109235337 19310302 59249088 ,1
1811 21968 -72756 ,0
-430944 706655 -120825 ,0
-270833745 598331105 43254254 ,0
2750 2759 5632 -11141 ,1
-2337411 -2388728 10041000 3588239 -807976 ,0
-417753696 -405653011 -635988829 1062025508 ,0
-1261 -3514 4775 ,1
-24 51 731 ,1
86288 -60671 -76407 ,0
72170 509065232 -29723262 345054793 ,0
-151500633 -46144074 39764470 ,1
-213788168 394063252 -180275084 ,1
-782821371 670279960 -2179324 222414694 -107693959 ,1
-439335 83460 -1361 -46154 248908 ,0
16659 914818 426961 -904736 -453702 ,1
927579 -33362 -784552 309647 ,0
2835 -1933 -902 ,1
6158584 -4266802 -67274 -1219033 ,1
10404 -635088 -275309 126411 77358 ,1
601314 48915657 -607045 -4909926 ,1
126532333 -658176127 -37065926 934000187 ,0
-1225 4087 -6862 ,1
-33011667 76517216 -11138039 -736829 ,0
750179566 -271069023 -479110538 ,1
1203 2438 -3639 ,1
380 2281 -22651 14971 ,0
-2556 4836 -582 -5006 330 ,1
41985563 681626014 -580936168 -719237913 ,0
63311698 -78006200 -68110258 46826047 35978713 ,1
17003143 -3873122 -1970440 -11159581 ,1
346 -3084 -3055 8830 -3037 ,1
37605804 -436338639 -6848429 415581264 ,1
431639025 -37462307 -510461333 852225282 -812533736 ,0
2297 516300 -70815 494619 -742401 ,1
202359899 -6704061 74734828 -81129380 290903134 ,1
-6929 8481 -669 -883 ,1
10235 -393 -1472 ,0
33418590 70064589 -84059576 ,0
-5611 1817 -5844 -5112 7695 ,0
7698215 -6315755 -5586836 4204376 ,1
-1508 480 -1183 -5806 6065 ,0
615274222 342795 12263879 173577185 -1261525710 ,0
3580740 -3128554 -52186 ,1
10307960 -5186340 -190061 -873951 ,0
-429578298 1024368328 -458558365 1066579 -455472352 ,0
50289514 -6483299 62455635 11296605 -15348421 ,0
-9831492 84666320 -89732080 ,0
3508826 -818281 4673990 ,1
60537491 -97069541 45426671 -8894521 ,1
-2842286 -4751979 8994364 ,0
-268408580 -627560782 895969369 ,1
-1381698 1634376 -705254 6052364 ,0
-33939 -11315 1490 ,0
-406062 -117718 1170878 83779 -730877 ,1
-62588447 15959952 5422738 5466719 ,0
-18019894 -4774955 -54721496 ,0
-53133787 -366939767 634940427 ,0
6741382 27111 -690651 -8761865 ,1
356181086 -766743973 -307612655 410665743 ,0
8539 4592 -6349 ,0
-3286 3847 -1060 4 ,1
-86883 -4589013 -5377970 867865 ,0
4573 1192 555 -1574 -1679 ,0
34892 36612 -445 ,0
-34108879 345642331 -4553539 ,1
-544063711 799858098 -255794387 ,1
-5661 3820 811 -8280 9115 ,0
-461675446 -776865451 842841269 ,0
-531665459 63628867 234622447 274525910 ,0
42056 -92062 3085 59940 -98173 ,0
-61550 58073 -51685 27515 12902 ,0
7213351 -4948851 65722524 49261469 49431500 ,0
2340025 -620354 3863517 ,1
7725921 5509053 -429545 -6179580 ,0
-297285 -548477 -104904 69282 -233899 ,0
-41868 -517404 -34543 -35327 ,0
-4832 6621 -1789 ,1
-33041 -26495 7905 ,0
860845 -3338648 -1365034 ,0
60680878 -13811973 -19914209 26208894 -3163590 ,1
-43359 5697 -30488 53508 ,0
-644110992 64015501 253235773 -464435552 -8706730 ,1
-54698 30787 29285 -46953 9040 ,0
13068070 -7069467 -73759432 46341070 ,0
-110531 1664450 -3231271 2905204 -233070 ,1
-68596917 -24744105 -26959768 55453259 69957609 ,0
-33954794 -171814 33845292 -36056246 56857001 ,0
-27703547 -23927 -220950 ,0
543741164 -656886825 -149398392 -1021737251 54396460 ,0
-5261 -618 1464 -4943 9358 ,1
-3366979 -7509108 4660040 -2757072 8973119 ,1
-853361 3411966 270597 4851054 ,1
7948404 -1829671 -8298353 ,0
-565338 -770755 5419720 -5151768 6068141 ,1
2344522 196941 -7049726 ,0
-3518 850 8598 -1329 -300 ,0
-2177340 -4370932 11818495 -63458 493235 ,1
3888 103913 -52959 -1136 -51475 ,0
54534700 -17210605 35870440 -73194535 ,1
10187 -184541 138540 341761 -305947 ,1
-238128123 902817273 -407965164 -2699050 743432696 ,0
71809 -1113 -58313 ,0
-2730 2183 6822 -6275 ,1
-459152 -235511 322228 ,0
39214221 44398119 51373442 -170918872 ,0
591194 53987 -19413 ,0
-739 -6217 5446 39 5992 ,0
-65633997 -40716126 64307483 42042640 ,1
-655 -2270 2929 ,1
390180 -76781 -147456 ,0
74328 -75759 683265 ,1
-47287935 -26661243 7394917 ,1
4536 4803 -8921 -418 ,1
68123 371 -71836 ,1
3086 90725 555070 -410573 ,0
35330209 5659191 561818680 -682808087 ,1
251666 99678 114299 -44538 ,0
601325 -59474 569910 27711 -60419 ,1
-278262 5885488 -5636889 6258645 -3228982 ,1
-426043857 982820462 -556776605 ,1
654640 -558291 -305068 -839382 255099 ,0
-34362356 -25557467 59919823 ,1
46657 66555 -8674 ,0
-827362891 443897338 -299957145 ,0
-35443817 -1894554 39046043 -77997890 82953831 ,0
-4790145 9020825 -4230680 ,1
-57622710 445930 36050263 ,0
65614712 -23863188 743770221 ,0
-3541930 5800913 -2258983 ,1
-283859 -157304 -46828 212335 -219570 ,0
-678004251 778521392 -752400792 ,0
5105927 419675 -5626975 -765389 89681 ,1
2361887 -35866543 34155233 1929201 -34122109 ,0
-370746475 -473247589 869750370 ,0
-216427 -510715 767080 81099 ,0
-36037 455395 -664233 537797 393598 ,0
243380 -277864 -887515 468780 453219 ,1
81880 -609089 400137 ,0
907712 -467244 -80721 -558217 ,0
-34195 72833 -71054 48848 -11418 ,0
2919 -10840 6585 5041 -2056 ,0
19165 8870 -4583 -76950 -509 ,1
-3264986 454315 4468945 -5747112 ,1
4657961 -290983 -1748124 ,1
-8123801 -96403194 -263999681 779539661 -320942085 ,1
8270 5568 -8780 -640 -2418 ,1
