,context,label
615,Dawn Mann,0
616,Department Revenue Service Form Statement,3
617, e first name initial,3
618,Timothy Rapid Apt.  Cynthiafort IA,2
619,Stuart Motorway Suite  Bryanfurt KS,2
620,Dawson Drive Draketon NC,2
621,f address ZIP code ,3
622,Kaitlyn Moore,0
623,"Wagner, Watson and Young Group",1
624,withheld Social security tips Allocated,3
625,White Mill Lake Erinside UT,2
626,Pierce and Sons Group,1
627,Melissa Stanley,0
628,Destiny Gomez,0
629,Weaver-Ellis LLC,1
630,Cooper Dale Apt.  New Megantown ID,2
631,c ZIP code Social security,3
632,wages tips  State income,3
633,Jamie Lucas,0
634,"Myers, Green and Villarreal LLC",1
635,Aaron Harbors Pattonport NE,2
636,Daugherty Ltd Ltd,1
637,Christopher Romero,0
638,"Johns, Barnes and Harris Ltd",1
639,Hernandez LLC PLC,1
640,Alicia Avenue Apt.  Kathleenshire CO,2
641,Mack PLC and Sons,1
642,portion REISSUED social security number,3
643,Rodgers PLC Inc,1
644,Matthew Lucero,0
645,"Lopez, Harrison and Russo Ltd",1
646,firstname initial Last name ,3
647,wages tips etc  State,3
648,"Taylor, Fields and Reese Inc",1
649,security tips  Allocated tips,3
650,Jill Case,0
651,Michael Plaza Maloneborough ME,2
652,"Turner, Nelson and Robbins LLC",1
653,code Social security wages Social,3
654,Williams Fall Apt.  Bowentown OH,2
655,Olsen Underpass Port Heatherton SD,2
656,Wage Tax  Department Revenue,3
657,Michelle Locks Port Elizabeth VT,2
658,"Johnson, Bennett and Andrews and Sons",1
659,  Other enclosed Notice,3
660,Kathleen Erickson,0
661,Mark Campbell,0
662,Garrett Inc Inc,1
663,Mason Plains Josephfort ID,2
664,Mary Morales,0
665,ZIP code G  ,3
666,Lopez-Marsh Ltd,1
667,Davis-James Group,1
668,  e first name,3
669,Richard Row East Christopher AL,2
670,Lewis-Phillips Inc,1
671,Smith-Webb LLC,1
672,Brandon Powell,0
673,Alisha Fork Apt.  North Dannyshire MS,2
674,William Fox,0
675,forbox   D ,3
676,Rsev file b Employer identification,3
677,Scott Manor Port Tiffany DE,2
678,Johnny Patterson,0
679,Sharon Hills Olsonmouth AL,2
680,"Christensen, Downs and Blackwell Group",1
681, State income tax ,3
682,"Ruiz, Smith and Carter and Sons",1
683,Hood Mission Port April RI,2
684,lan sickpay X E ,3
685,Lisa Streets Suite  Staciefurt CO,2
686,Service Form Statement se file,3
687,"Glover, Williams and Sparks PLC",1
688,initial Last name  Nonqualified,3
689,Carson PLC Group,1
690,Revenue If required file tax,3
691,Laura Plain Apt.  North Saraside CT,2
692,Miranda Miller,0
693,income tax  Local ,3
694,Jones-Jones LLC,1
695,  e firstname initial,3
696,Rose LLC LLC,1
697,Wendy Islands Marilynside AK,2
698,Miles-Rivera Inc,1
699,Rosario Orchard South Lisa WA,2
700,Shepherd Inc Inc,1
701,Wagner Turnpike North Jamesburgh KS,2
702,Campbell Inlet South Barry CT,2
703,tax negligence penalty sanction may,3
704,Department Revenue Service Form Statement,3
705,John Brewer,0
706,William Buchanan,0
707,Graham Mission North Brendaborough MN,2
708,Cunningham Ltd Inc,1
709,Alison Martinez,0
710,Alexandra Tunnel Suite  New Kelly RI,2
711,David Logan,0
712,Thomas-Kerr Inc,1
713,Jennifer Joseph,0
714,Daniel Thompson,0
715,"Martinez, Evans and Perry Inc",1
716,Philip Robertson,0
717,Phillips-Shannon Group,1
718,Clark Group Group,1
719,Michelle Avenue Theresatown MN,2
720,code  State state ID,3
721,Amanda Station Kimton NV,2
722,number Visit IRS Website STATEMENT,3
723,Clements and Sons LLC,1
724,Local income tax  Locality,3
725,REISSUED social security number Visit,3
726,code Social security wages Social,3
727,e first name initial Lastname,3
728,tax  Localityname Wage Tax,3
729,  Statutor Retirement ,3
730,Turner and Sons and Sons,1
731,"Ferguson, Roy and Baker Group",1
732,Lopez and Sons PLC,1
733,Russo Mall Suite  Whiteport WI,2
734,Jill Hall,0
735,Allocated tips Control number Advance,3
736,Kari Summit Suite  Kevinstad ND,2
737,Myers Burgs Apt.  Nathanielstad CT,2
738,number  State wages tips,3
739,ID number  State ,3
740,Beth Fitzgerald,0
741,forbox   H ,3
742,  e first name,3
743,Benjamin Parkway North Williamfurt DE,2
744,Joseph Reynolds,0
745,compensation Federal income tax withheld,3
746,Don Knoll South Wayne NC,2
747,Jesse Valleys Suite  Erinport NC,2
748,Mary Cole,0
749,Benson-Reyes Inc,1
750,Anderson Brooks Normanfurt AK,2
751,Seth Turnpike Suite  Danielsfort ND,2
752,Turner PLC Inc,1
753,Ball Parks Apt.  East Sara WI,2
754,Victor Robinson,0
755,Moody LLC Ltd,1
756,a See instructions box ,3
757,Rogers-Pham PLC,1
758,Retirement b employee plan sick,3
759,tax  Local tips ,3
760,Lopez PLC PLC,1
761,Jones Extension Port Joelton ID,2
762,Kevin Hollow Charlesport WV,2
763,"Johnson, Knox and Garcia PLC",1
764,Angela Olsen,0
765,Jason Loaf North Marissa NE,2
766,X x E  ,3
767,"Logan, Sparks and Keller Inc",1
768,Bender Ltd PLC,1
769,Williams-Ford Group,1
770,Heather Zamora,0
771,Flores Stream Apt.  North Charlotte LA,2
772,Davis Ltd PLC,1
773,Smith Prairie Suite  Hughesborough WA,2
774,Terrence Jennings,0
775,security number This information furnished,3
776,"Gomez, Moss and Hanna Inc",1
777,Alexander-Jacobs Inc,1
778,Beth Wells,0
779,Maldonado View Garyland AK,2
780,Angela Villarreal,0
781,Lopez-Nelson LLC,1
782,"Pratt, Myers and Ruiz Group",1
783,Deborah Baker,0
784,Curtis Walker,0
785,Perez Inc Ltd,1
786,Erin Cameron,0
787,"Butler, Carson and Cox Group",1
788,Last name  Nonqualified plans,3
789,sickpay X   Other,3
790,security tax withheld Medicare wages,3
791,Philip Brown,0
792,Walker PLC Inc,1
793,Laura Stravenue East Troy KY,2
794,may imposed income taxable fail,3
795,Benjamin Mclaughlin,0
796,care benefit   e,3
797,Jones Divide Apt.  West Carrieville OH,2
798,tax withheld Medicare wages tips,3
799,withheld Medicare wages tips Medicare,3
800,Derek Forge Gateschester FL,2
801,Melissa Isle South Sarah RI,2
802,Brenda Pines Suite  Richardbury KS,2
803,Chase Garcia,0
804,Jessica Lodge Suite  New Katrinahaven SC,2
805,Aguirre Lock Alvaradoburgh MA,2
806,Emily Lock Brennanberg TX,2
807,information furnished Internal Revenue Cut,3
808,Davis Springs Suite  Port Jesse WA,2
809,Yates-Wade Ltd,1
810,IRS Website STATEMENT OMB Use,3
811,Lane Course Christopherchester WI,2
812,income taxable fail report b,3
813,file tax negligence penalty sanction,3
814,Ashley Mews Michaelburgh HI,2
815,Peter West,0
816,Yang Inc Group,1
817,"Cooper, Sweeney and Martinez and Sons",1
818,Riley Mills Suite  Port Margarethaven WV,2
819,Dr. Karen,0
820,Dominique Glens Rogersstad MT,2
821,  Other enclosed Notice,3
822,number  State  State,3
823,Paul Vista Suite  Port Samuelport FL,2
824,initial Lastname  Nonqualified plans,3
825,Brenda Flat Leonardchester WY,2
826,"Kelley, Barber and Garcia and Sons",1
827,Harmon-Gomez LLC,1
828,Robert Griffin,0
829,Edward Kelly,0
830,Hurst LLC LLC,1
831,tax  Local  Local,3
832,Courtney Griffin,0
833,Kevin Summit New Kristin NC,2
834,Baker-Shelton Group,1
835,tax withheld Medicare wages tips,3
836, Dependent care benefits ,3
837,Douglas Davis,0
838,Natalie Phillips,0
839,Carmen Le,0
840,Donald Cliff Apt.  Davidstad MI,2
841,John Baker,0
842,Lauren Randolph,0
843,b Employer identification number compensation,3
844,Lopez Parkways Suite  Joyceburgh VA,2
845,Baxter Canyon Apt.  North Kellytown FL,2
846,code  State state ID,3
847,Campbell Ltd PLC,1
848,"Williams, Hubbard and Parks LLC",1
849,Carlson Spur Lake Robert AR,2
850,Frank Springs Suite  North Jerryfurt OH,2
851,security wages Social security tax,3
852,Martin and Sons Ltd,1
853,Mcpherson Inc Ltd,1
854,Vega LLC LLC,1
855,Williamson-Mason LLC,1
856,Website STATEMENT OMB Use nsew,3
857,Cole Causeway Suite  Toddhaven AL,2
858,withheld Medicare wages tips Medicare,3
859,"Poole, Willis and Cherry Ltd",1
860,Jim Mill Apt.  Stephaniefurt NY,2
861,"Le, Williams and Wolfe Ltd",1
862,Smith Dam New Sara NY,2
863,Wagner Inc LLC,1
864,Dawn Inlet Suite  New Adam IL,2
865,Joshua Greer,0
866,Donna Clark,0
867,number nsew file Visit IRS,3
868,Norman Camp Davidsonport MN,2
869, Local wages tips etc,3
870,Lee and Sons Group,1
871,Jennifer Small,0
872,sickpay   Other enclosed,3
873,Strickland Roads East Anthonyfort IN,2
874,care benefits   e,3
875,Benjamin PLC Group,1
876,Teresa Circles Alexandershire DE,2
877, Local income tax ,3
878,Donna Patel,0
879, Department Revenue Service Form,3
880,payment Dependent care benefits ,3
881,Wayne Jimenez,0
882,"Stone, Weaver and Mason Group",1
883,payment Dependent care benefits ,3
884,Wright Land Suite  Tiffanymouth RI,2
885,Kimberly Levy,0
886,Peterson-Webb Inc,1
887,Phillips and Sons PLC,1
888,Merritt-Livingston Ltd,1
889,Tran Group PLC,1
890,Megan Brown,0
891,"Hickman, Wilson and Colon LLC",1
892,Mitchell Allen,0
893,Allen-Young LLC,1
894,payment Dependent care benefits ,3
895,Keith Lynn,0
896,enclosed Notice c d ,3
897,ID number  State wages,3
898,Williams Forks Ramseyport WI,2
899,taxable fail report b Employer,3
900,Amy Knoll Suite  South Jody AR,2
901,care benefit   e,3
902,Joseph Macdonald,0
903,care benefits   e,3
904,Ray PLC Group,1
905,Oliver PLC and Sons,1
906,Carlos Brown,0
907,wages Social security tax withheld,3
908,Brown LLC Group,1
909,Richardson and Sons PLC,1
910,Kevin Moran,0
911,Jeff Barry,0
912,Hays Falls Suite  Kevinview OK,2
913,Robert Court Cruzside CA,2
914,Dorothy Mall East Mistyside DE,2
915,Christina Track East Craig MS,2
916,Jennifer Park,0
917,Marshall-Marshall LLC,1
918,Daugherty Squares Suite  South Lindahaven DE,2
919, Local income tax ,3
920,Kara Ramp Suite  West Brian NE,2
921,e first name initial Lastname,3
922,Alyssa Smith,0
923,Anthony Ayala,0
924,Nancy Mountain Apt.  Courtneymouth NH,2
925,Moore Mall Jonesberg ID,2
926,Campbell and Sons and Sons,1
927,lower portion REISSUED social security,3
928,address ZIP code  State,3
929,Tran Curve New Crystalhaven OH,2
930,Jeremy Simmons,0
931,Joseph Gonzalez,0
932,Taylor PLC Group,1
933,Brett Steele,0
934,Campbell Motorway New Teresatown AR,2
935,Olivia Drives Sullivanberg KY,2
936,Jessica Sanchez,0
937,Donald Points Suite  West Heather WA,2
938,Michelle Carroll,0
939,"Meyer, Burnett and Miller Ltd",1
940,Susan Wilson,0
941,Control number Advance EIC payment,3
942,French Plaza Suite  Thomashaven IN,2
943,Allen Rogers,0
944,Owen Ltd Inc,1
945,Martinez Group LLC,1
946,Rodriguez Group and Sons,1
947,Henry Bell,0
948,Robert Ponce,0
949,Carter Inc Group,1
950,Amy Young,0
951,Dawn Divide Suite  Lake Lindashire NV,2
952,Daniel Drive Leslieview IA,2
953,Filed FEDERAL Tax Return This,3
954,James Skinner,0
955,Elizabeth Rose,0
956,Lester Group Group,1
957,Social security wages Social security,3
958,may imposed STATEMENT OMB income,3
959,OMB Use Rise file b,3
960,Rios-Anderson Ltd,1
961,"Hunter, Gomez and Washington Inc",1
962,security wages Social security tax,3
963,Tony Center Suite  Andersonview DC,2
964,Kayla Mills Suite  Port Ryanfurt WY,2
965,Laura Turnpike Mcdonaldland WA,2
966,Sanders Fork New Stevenfort MA,2
967,Hoffman PLC LLC,1
968,Sweeney Way Apt.  South Tamiland WV,2
969,Kennedy Drive Apt.  Copelandport AR,2
970,Blankenship-Nguyen PLC,1
971,tax  Locality name Wage,3
972,Revenue If required file tax,3
973,West and Sons Inc,1
974,Garcia Plain East Claire WY,2
975,Amy Morris,0
976,Cynthia Nunez,0
977,care benefits   e,3
978,If required file tax negligence,3
979,Service Form Statement se file,3
980,Rodriguez and Sons Ltd,1
981,Willis Station Apt.  Jonesfort NJ,2
982,Cole Kerr,0
983,Morales PLC Ltd,1
984,Kenneth Crane,0
985,Andrea Hill Port Barbara PA,2
986,Patrick Rosales,0
987,Brenda Tate,0
988,Lawrence Group Ltd,1
989,Blair Springs Suite  Robertbury NM,2
990,Perkins Shores New Karen VT,2
991,Ernest Mack,0
992,code Social security wages Social,3
993,Avila PLC Inc,1
994,b Employer identification number compensation,3
995,Lisa Allen,0
996,"Bryan, Nelson and Young Ltd",1
997,Tran-Sutton and Sons,1
998,sanction may imposed STATEMENT OMB,3
999,address ZIP code  State,3
1000,asev file b Employer identification,3
1001,Tax  Department Revenue Service,3
1002,Daniel Drive Apt.  Johnsonside MD,2
1003,Farmer Valley Lake Katrinatown ND,2
1004,"Hughes, Garcia and Watson Ltd",1
1005,file tax negligence penalty sanction,3
1006,Hernandez View Jeffreychester IN,2
1007,Scott Collins,0
1008,  e firstname initial,3
1009,Holmes Plain Lake Tiffany AR,2
1010,tax  Locality name Wage,3
1011,David Rest Suite  East Brian IN,2
1012, State  State income,3
1013,Department Revenue Service Form Statement,3
1014,Jordan Ltd PLC,1
1015,Kathy Morrison,0
1016,Kerr Mission Port Sarahport IL,2
1017,Johnson Burgs Suite  Port Alvintown AZ,2
1018,"Hughes, Garcia and Wyatt LLC",1
1019,Service Form Statement se file,3
1020,Howard Vista Suite  Lake Jenniferview MS,2
1021,Bridget Parks,0
1022,"Brown, Garcia and Williams Ltd",1
1023,Brandon Jones,0
1024,Stephanie Vista Port Susanberg ID,2
1025,"Foster, Young and Brooks and Sons",1
1026,James Island Apt.  Gonzalezview ID,2
1027,social security number This information,3
1028,Lopez Squares Vasquezborough MI,2
1029,Timothy Extensions West Dustinmouth SC,2
1030,Locality name Wage Tax ,3
1031,Michael Cowan,0
1032,Other enclosed Notice c ,3
1033,Copy C For Use enclosed,3
1034,"Davila, Martin and Hawkins PLC",1
1035,Cortez Extension Suite  North Shannonside HI,2
1036,negligence penalty sanction may imposed,3
1037,If required file tax negligence,3
1038, Local  Local income,3
1039,Brett Overpass Bassland OK,2
1040,Michael Duran,0
1041,Mclaughlin-Rios Inc,1
1042,Katie Field North Marissatown OK,2
1043,Michael Hampton,0
1044,file tax negligence penalty sanction,3
1045,Audrey Brown,0
1046,Black Group PLC,1
1047,"Avila, Charles and Wright LLC",1
1048, State  State income,3
1049,Local income tax  Locality,3
1050,Hill Inlet Murrayburgh OH,2
1051,Thomas-Edwards and Sons,1
1052,Smith LLC Inc,1
1053,Craig Davis,0
1054,Bolton Fort Apt.  Collinsland MS,2
1055, Local income tax ,3
1056,Christopher Village Apt.  Gravesberg NV,2
1057,Nathan River Suite  Phillipschester DE,2
1058,Deanna Meadow Suite  South Matthew OK,2
1059,Tax Return This information furnished,3
1060,first name initial Last name,3
1061,See instructions forbox  ,3
1062,Michelle Garza,0
1063,"Morris, Sawyer and Johnson and Sons",1
1064,box   P ,3
1065,Cody Villages Suite  Wendyfort WY,2
1066,security wages Social security tax,3
1067,Gray Inc Group,1
1068,OMB Use nsew file b,3
1069,Gutierrez Turnpike Donnamouth WI,2
1070,Amber Daugherty,0
1071,Johnson LLC Inc,1
1072,Control number Advance EIC payment,3
1073,William Hogan,0
1074,Johnson Inc LLC,1
1075,Lamb-Martinez LLC,1
1076,Gabriel Brown,0
1077,Other enclosed Notice c ,3
1078,Watson-Reese and Sons,1
1079,Richard Inlet Charlestown MS,2
1080,Steven Road Wilsonberg AK,2
1081,emplove lan sickpay X x,3
1082,Preston Clayton,0
1083,"Johnson, Hart and Jefferson Group",1
1084,Richard Morton,0
1085,"Parker, Shelton and Mitchell LLC",1
1086,tax withheld c ZIP code,3
1087,Wright Extension South Steven DC,2
1088,Penny Forges New Kristenton CA,2
1089,penalty sanction may imposed STATEMENT,3
1090,"Campbell, Murphy and Cook LLC",1
1091,file Copy C For Use,3
1092,Whitney Callahan,0
1093, Nonqualified plans a See,3
1094,withheld Social security tips Allocated,3
1095,William Skyway Erikberg NM,2
1096,Danielle Ashley,0
1097,Wise Squares Apt.  Barnettside OK,2
1098,wages Social security tax withheld,3
1099,Parker Hills Garciaside NE,2
1100,Harris Inc Ltd,1
1101,Form Statement se file Copy,3
1102,Lucas Harris,0
1103,Jodi Forest Apt.  Stephenville IL,2
1104,Tracy Johnson,0
1105,"Morton, Cox and Anderson Ltd",1
1106,Robert Rhodes,0
1107,number Visit IRS Website STATEMENT,3
1108,Brian Ramirez,0
1109,Daniel Lara,0
1110,Statement se file Copy C,3
1111,"Melendez, Lloyd and Steele PLC",1
1112,"Fitzgerald, Martin and Ortega and Sons",1
1113,Joseph Skinner,0
1114,Philip Fall Port Chelseaburgh MT,2
1115,Revenue If required file tax,3
1116,tax withheld Medicare wages tips,3
1117,Ball Mountains South Brendafort TX,2
1118,Anna Green,0
1119,Elizabeth Way East Dalefort AL,2
1120,Robert Mill Rebeccaland GA,2
1121,"Bryant, Ruiz and Jacobson and Sons",1
1122,Myers Forge Suite  Shermanview AK,2
1123,Alyssa Freeway Nathanielmouth MT,2
1124,Kevin Mills South Debbieport OH,2
1125,Ferguson Point Apt.  Port Jeremybury HI,2
1126,Form Statement Copy Be Filed,3
1127,Brown PLC Group,1
1128,Jessica Turner,0
1129,Denise Lamb,0
1130,Clark Keys Apt.  Stephenside MS,2
1131,Christine Elliott,0
1132,Jason Ortiz,0
1133,Matthew Patterson,0
1134,Jodi Robinson,0
1135,Social security tips  Allocated,3
1136,Clark Field Maloneshire MO,2
1137,Foster LLC Ltd,1
1138,Sarah Underpass Chanport WV,2
1139,firstname initial Last name ,3
1140,Michael Drives Suite  Ronnieland WY,2
1141,Stevens-Prince Group,1
1142,"Alexander, Morales and Smith Ltd",1
1143,Stephen Garden Jeffersonshire WA,2
1144,enclosed Notice c G ,3
1145,Dominique Cox,0
1146,Tyler LLC Ltd,1
1147,REISSUED social security number Visit,3
1148,Mr. Phillip,0
1149,Guzman PLC LLC,1
1150,"Cherry, Hebert and Warren Ltd",1
1151,"Lucero, Lee and Chavez Inc",1
1152,Lisa Ford,0
1153,Ronald Union Kylefurt MO,2
1154,Kristin Allen,0
1155,Breanna Hooper,0
1156,Justin Odom,0
1157,Danny Jones,0
1158, Locality name Wage Tax,3
1159,Richards Harbors Suite  Kirkbury PA,2
1160,Ms. Erin,0
1161,enclosed Notice c d ,3
1162,"Wilkins, Sweeney and Camacho Ltd",1
1163,Jennifer Brown,0
1164,Hoffman Plains South Jacob AL,2
1165,Dustin Valley Suite  West Teresamouth SD,2
1166,Sweeney and Sons PLC,1
1167,Kayla Johnson,0
1168,Teresa Juarez,0
1169,name  Nonqualified plans a,3
1170,Smith-Jones and Sons,1
1171,"Garcia, Ortiz and Wagner LLC",1
1172,Harris-Boyd and Sons,1
1173,Harris-Alexander Group,1
1174,Tax  Department Revenue Service,3
1175,Shields PLC Group,1
1176,Tyler Smith,0
1177,Paul Beasley,0
1178,Foster Ltd LLC,1
1179,Jacob Booker,0
1180,Clark-Roberts Ltd,1
1181,Cook Ltd Ltd,1
1182,Davis Ltd LLC,1
1183,Jeffrey Mills Suite  West Rachel IL,2
1184,"Ochoa, Houston and Scott Group",1
1185,This information furnished Internal Revenue,3
1186,ZIP code Social security wages,3
1187,Brandy Islands Suite  Lake Nancy TX,2
1188, Locality name Wage Tax,3
1189,"Pearson, Lindsey and Howell and Sons",1
1190,code Social security wages Social,3
1191,tax withheld Social security tips,3
1192,Leonard Foley,0
1193,Stephen George,0
1194,  e first name,3
1195,Mrs. Melinda,0
1196,Dana Key Suite  West Jeffrey DC,2
1197, Allocated tips Control number,3
1198, d H  f,3
1199, Department Revenue Service Form,3
1200,Henson-Peterson PLC,1
1201,Nathaniel Vega,0
1202,Elizabeth Hammond,0
1203,Alexander Group Group,1
1204,"Warner, Lopez and Jenkins Inc",1
1205,Mccann Neck Georgechester SC,2
1206,Burns PLC Group,1
1207,Mr. Dale,0
1208,Norton and Sons PLC,1
1209,Lester Rest Medinaview ME,2
1210,Service Form Statement se file,3
1211,e first name initial Last,3
1212,"Robertson, Prince and Everett PLC",1
1213,Laura Young,0
1214,tips Medicare tax withheld Social,3
1215,D  f address ZIP,3
1216,David Ville Garyfort CT,2
1217,Todd Sutton,0
1218,Michelle Avenue Suite  Santiagomouth NY,2
1219,Jamie Canyon Lake Tanya VA,2
1220,Shawn Mount Suite  Johnsonside WV,2
1221,Shane Knight,0
1222,Jeffery Taylor,0
1223,Matthew Fisher,0
1224,Terrell-Anderson and Sons,1
1225,Misty Berger,0
1226,    Statutory,3
1227,"Schwartz, Maddox and Stephens Inc",1
1228,Taylor Crossroad Port Kristi WA,2
1229,tips Allocated tips Control number,3
1230,Woods Summit Suite  Rasmussenhaven MI,2
1231,Craig Pike North Catherine NV,2
1232,"Meyer, Zuniga and Washington LLC",1
1233,Ramirez Lights Jessicaland AR,2
1234,"Ashley, Nichols and Gomez and Sons",1
1235,William Prince,0
1236,Copy Be Filed FEDERAL Tax,3
1237,tips Medicare tax withheld Social,3
1238,Christopher Jones,0
1239,Harry Fork Suite  South Olivia NV,2
1240,Erika Radial Suite  South Christopher WA,2
1241,Carter Group Group,1
1242,Davis-Martin and Sons,1
1243,Darryl Shoals South Sarahbury MN,2
1244,ZIP code Social security wages,3
1245,Paul Passage Herreraville FL,2
1246,Amber Square Luceroborough DE,2
1247,Whitaker-Jackson PLC,1
1248,Murphy Key Apt.  New Spencer NC,2
1249,Cut Keep lower portion REISSUED,3
1250,Martinez Springs Suite  South Thomas MA,2
1251,Mark Mountain Suite  Christopherside MT,2
1252,"Martinez, Frederick and Anderson Ltd",1
1253,Molly Brown,0
1254,Gregory Sanchez,0
1255,Rodriguez-Poole LLC,1
1256,Craig Coleman,0
1257,D   Other enclosed,3
1258,Renee Oval Port Michael AL,2
1259,Francis Pittman,0
1260,Eric Gutierrez,0
1261,Vaughn-Nunez Inc,1
1262,"Salazar, Huerta and Fowler PLC",1
1263,Logan Glens Apt.  South Kathy IN,2
1264,Seth Bailey,0
1265,a See instructions box ,3
1266,tax negligence penalty sanction may,3
1267,OMB Use nsev file b,3
1268,Vargas Hills Grantmouth MA,2
1269,Dr. Kristen,0
1270,Cathy Throughway Apt.  Meltonhaven SD,2
1271,David Lin,0
1272,EIC payment  Dependent care,3
1273,Trevor Prairie Apt.  Whitefort MA,2
1274,"Farmer, Burton and Evans Group",1
1275,Griffin Group Group,1
1276,ID number  State ,3
1277,Burns-Smith Ltd,1
1278,Joseph Harbors West Peterfort NH,2
1279,Visit IRS Website STATEMENT OMB,3
1280,Joseph Martinez,0
1281,ZIP code Social security wages,3
1282,Employer identification number compensation Federal,3
1283,Compton Stream New Nicholas NJ,2
1284,wages tips Medicare tax withheld,3
1285,Duane Mills Annettehaven MI,2
1286,  e firstname initial,3
1287,Norman-Hall and Sons,1
1288,Retirement b employee plan sickpay,3
1289,Mary Mclaughlin,0
1290,Reeves Street Suite  East James NH,2
1291, Statutory Retirement Third b,3
1292,Olsen Group and Sons,1
1293,  Other enclosed Notice,3
1294,security number This information furnished,3
1295,Matthew Knox,0
1296,Mary Acosta,0
1297,ZIP code  State state,3
1298,"Wilkinson, Shepard and Moore Ltd",1
1299, Local income tax ,3
1300,Barnett Mill Apt.  Ryanhaven NH,2
1301,Nelson-Shelton and Sons,1
1302,Leslie Long,0
1303,Glover Group Ltd,1
1304,Megan Gallagher,0
1305,Gregory Johnson,0
1306,Smith-Rosales PLC,1
1307,Kelly Valleys Apt.  Nuneztown OR,2
1308,Morrison-Trevino LLC,1
1309,Raymond Wilkins,0
1310,Kimberly White,0
1311,Yolanda Nelson,0
1312,wages tips etc  Local,3
1313,"Cook, Mooney and Thornton PLC",1
1314,Jennifer Wong,0
1315,Jamie Isle Apt.  West Samantha NH,2
1316,Nancy Grove Jenniferview ME,2
1317,Randall Junctions Apt.  West Krystalshire KS,2
1318, State income tax ,3
1319,Harris-Brown LLC,1
1320,Christina Quinn,0
1321,b Employer identification number compensation,3
1322,Miller Rue Suite  North Patrick CO,2
1323,Brandi Tunnel Davisstad RI,2
1324,Mckenzie-Richards and Sons,1
1325,Garcia Run Suite  New Tammy FL,2
1326,Nash-Riley LLC,1
1327,Nicholas Thompson,0
1328,Michael Joyce,0
1329,Carter Flats Suite  Port Kerry LA,2
1330, State state ID number,3
1331,Davis Vista Suite  Lake Robert NC,2
1332,Victoria Lopez,0
1333,Weber and Sons Group,1
1334,file tax negligence penalty sanction,3
1335,Copy C For Use enclosed,3
1336, f address ZIP code,3
1337,Walsh Ltd PLC,1
1338,Jenkins Inc PLC,1
1339,Garcia Coves North Michael DC,2
1340,Howard-Kaiser PLC,1
1341,Amber Harris,0
1342,Bowman-Davis Inc,1
1343,Ann Crescent Apt.  Richardtown DE,2
1344,Julie Village West Alexisview DC,2
1345,"Smith, Johnson and Brown Ltd",1
1346, State state ID number,3
1347,Walters PLC PLC,1
1348,Alexander White,0
1349,Charles Drives Michelleton RI,2
1350,Dylan Creek North Jacob VT,2
1351,Brian Kramer,0
1352,Be Filed FEDERAL Tax Return,3
1353,"Kerr, Macdonald and Anderson Ltd",1
1354,Alyssa Causeway Apt.  Jacksonport TX,2
1355,Martinez LLC Group,1
1356,Jones Summit Richardhaven IL,2
1357,Smith-Lopez Ltd,1
1358,Laura Crossing Apt.  Wesleyshire WA,2
1359,Michael Sawyer,0
1360,Moran PLC Inc,1
1361,Taylor Parkway East Nataliemouth KS,2
1362,Sarah Walton,0
1363,Madison Dennis,0
1364,Katherine Cliff Rebeccashire NY,2
1365,Bauer Ltd PLC,1
1366,plans a See instructionsfor box,3
1367,Elizabeth Hamilton,0
1368,Benjamin Howard,0
1369,state number  State ,3
1370,Hall Brook Apt.  North Johnnyburgh AL,2
1371,Katie Smith,0
1372,Anita Port Apt.  Emilybury CA,2
1373,Wilson-Brooks PLC,1
1374,"Thompson, Wiggins and Becker Ltd",1
1375,Anthony Williams,0
1376,Danielle Johnson,0
1377,Mills LLC LLC,1
1378,"Cook, Gaines and Silva and Sons",1
1379,Reginald Hernandez,0
1380,Peter Michael,0
1381,Tax  Department Revenue Service,3
1382,Cindy Thomas,0
1383,Timothy Ranch North Daniel WY,2
1384,"Marks, Martinez and Poole Ltd",1
1385,Rodriguez-Burnett and Sons,1
1386,Edgar Ochoa,0
1387,Medicare wages tips Medicare tax,3
1388,Smith Dam Apt.  Vincentton GA,2
1389,Gregory Walker,0
1390,Other enclosed Notice d E,3
1391,b Employer identification number compensation,3
1392,Brown Light Suite  Mitchellland CA,2
1393,Local income tax  Localityname,3
1394, Localityname Wage Tax ,3
1395,If required file tax negligence,3
1396,Woods Avenue Apt.  South Christopherview UT,2
1397,"Murphy, Carpenter and Wolf PLC",1
1398,Linda Knox,0
1399,Dana Ferry Suite  Andrewland HI,2
1400,IRS Website STATEMENT OMB Use,3
1401,Patricia Hebert,0
1402,fail report b Employer identification,3
1403,Sherri Robinson,0
1404,Abbott LLC Ltd,1
1405,Stanley Common Lewismouth KS,2
1406,Anne Glens Suite  Hillstad OK,2
1407,Tax Return This information furnished,3
1408,withheld Social security tips ,3
1409,wages tips Medicare tax withheld,3
1410,Matthew Robertson,0
1411,Jeremiah Land Suite  Carrieside NJ,2
1412,number compensation Federal income tax,3
1413,number This information furnished Internal,3
1414,Julie Parkways Patrickfort MN,2
1415,Statement se file Copy C,3
1416,Michael Fisher,0
1417, e firstname initial Last,3
1418,"Cox, Acosta and Park Inc",1
1419,code  State state ID,3
1420,Thomas Oval Apt.  Gutierrezside NY,2
1421,Social security tips  Allocated,3
1422,Sutton-Stewart Group,1
1423,Control number Advance EIC payment,3
1424,Derrick Mall Apt.  North Steve TN,2
1425,Barbara Vasquez,0
